:START_ID,:END_ID,:TYPE,source
Lem_ARSIP_NASIONAL,ARS-0395,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0396,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0397,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0398,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0399,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0402,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0403,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0404,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0406,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0407,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0408,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0409,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0410,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0411,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0412,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0442,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0444,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0445,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0446,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0447,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0448,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0449,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0450,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0451,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0452,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0453,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0454,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0455,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0456,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0461,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0462,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0463,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0465,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0466,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0467,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0468,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0469,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0487,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0488,menerbitkan,Stage3A
Lem_ARSIP_NASIONAL,ARS-0489,menerbitkan,Stage3A
