uri:ID,jenis,nomor,status,tahun,tentang,title,:LABEL
ARS-0368,PERATURAN BADAN/LEMBAGA,7,active,2015,"PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN KEAMANAN DAN KETERTIBAN",Peraturan Arsip Nasional Nomor 7 Tahun 2015,Peraturan
ARS-0369,PERATURAN BADAN/LEMBAGA,8,active,2015,"PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN PERBATASAN",Peraturan Arsip Nasional Nomor 8 Tahun 2015,Peraturan
ARS-0370,PERATURAN BADAN/LEMBAGA,9,active,2015,"PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN PENANGGULANGAN NARKOTIKA",Peraturan Arsip Nasional Nomor 9 Tahun 2015,Peraturan
ARS-0371,PERATURAN BADAN/LEMBAGA,10,active,2015,PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN PARIWISATA DAN EKONOMI KREATIF,Peraturan Arsip Nasional Nomor 10 Tahun 2015,Peraturan
ARS-0372,PERATURAN BADAN/LEMBAGA,11,superseded,2015,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KEHUTANAN,Peraturan Arsip Nasional Nomor 11 Tahun 2015,Peraturan
ARS-0373,PERATURAN BADAN/LEMBAGA,4,active,2015,PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN AGAMA,Peraturan Arsip Nasional Nomor 4 Tahun 2015,Peraturan
ARS-0374,PERATURAN BADAN/LEMBAGA,19,active,2015,PEDOMAN RETENSI ARSIP URUSAN KEARSIPAN,Peraturan Arsip Nasional Nomor 19 Tahun 2015,Peraturan
ARS-0375,PERATURAN BADAN/LEMBAGA,20,active,2015,PEDOMAN RETENSI ARSIP URUSAN KEPENDUDUKAN DAN KELUARGA BERENCANA,Peraturan Arsip Nasional Nomor 20 Tahun 2015,Peraturan
ARS-0376,PERATURAN BADAN/LEMBAGA,36,active,2015,IMBALAN PENYERAHAN ARSIP STATIS,Peraturan Arsip Nasional Nomor 36 Tahun 2015,Peraturan
ARS-0377,PERATURAN BADAN/LEMBAGA,6,active,2015,PEDOMAN KEARSIPAN DAN KODE KLASIFIKASI,Peraturan Badan Tenaga Nuklir Nasional Nomor 6 Tahun 2015,Peraturan
ARS-0378,PERATURAN BADAN/LEMBAGA,12,active,2015,PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN SOSIAL,Peraturan Arsip Nasional Nomor 12 Tahun 2015,Peraturan
ARS-0379,PERATURAN BADAN/LEMBAGA,26,superseded,2015,INDIKATOR KINERJA UTAMA TAHUN 2015-2019 DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 26 Tahun 2015,Peraturan
ARS-0380,PERATURAN BADAN/LEMBAGA,29,active,2015,PETUNJUK PELAKSANAAN PEMBATASAN PERTEMUAN/RAPAT DI LUAR KANTOR DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 29 Tahun 2015,Peraturan
ARS-0381,PERATURAN BADAN/LEMBAGA,17,active,2015,PEDOMAN RETENSI ARSIP URUSAN KESEHATAN,Peraturan Arsip Nasional Nomor 17 Tahun 2015,Peraturan
ARS-0382,PERATURAN BADAN/LEMBAGA,15,active,2015,PEDOMAN RETENSI ARSIP URUSAN STATISTIK,Peraturan Arsip Nasional Nomor 15 Tahun 2015,Peraturan
ARS-0383,PERATURAN BADAN/LEMBAGA,3,active,2015,SISTEM KLASIFIKASI KEAMANAN DAN HAK AKSES ARSIP DINAMIS DI LINGKUNGAN BADAN INFORMASI GEOSPASIAL,Peraturan Badan Informasi Geospasial Nomor 3 Tahun 2015,Peraturan
ARS-0384,PERATURAN BADAN/LEMBAGA,4,active,2015,JADWAL RETENSI ARSIP FASILITATIF PERPUSTAKAAN NASIONAL,Peraturan Perpustakaan Nasional Nomor 4 Tahun 2015,Peraturan
ARS-0385,PERATURAN BADAN/LEMBAGA,30,active,2015,TATA CARA PENYESUAIAN (INPASSING) JABATAN FUNGSIONAL ARSIPARIS,Peraturan Arsip Nasional Nomor 30 Tahun 2015,Peraturan
ARS-0386,PERATURAN BADAN/LEMBAGA,31,active,2015,PEDOMAN PEMBENTUKAN DEPOT ARSIP,Peraturan Arsip Nasional Nomor 31 Tahun 2015,Peraturan
ARS-0387,PERATURAN BADAN/LEMBAGA,33,superseded,2015,KLASIFIKASI ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 33 Tahun 2015,Peraturan
ARS-0388,PERATURAN BADAN/LEMBAGA,32,superseded,2015,PEDOMAN SELEKSI TERBUKA JABATAN PIMPINAN TINGGI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 32 Tahun 2015,Peraturan
ARS-0389,PERATURAN BADAN/LEMBAGA,1,active,2015,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KETENAGAKERJAAN DAN KETRANSMIGRASIAN,Peraturan Arsip Nasional Nomor 1 Tahun 2015,Peraturan
ARS-0390,PERATURAN BADAN/LEMBAGA,16,active,2015,PEDOMAN RETENSI ARSIP URUSAN PEMERINTAHAN DAERAH,Peraturan Arsip Nasional Nomor 16 Tahun 2015,Peraturan
ARS-0391,PERATURAN BADAN/LEMBAGA,28,active,2015,PEDOMAN AKREDITASI KEARSIPAN,Peraturan Arsip Nasional Nomor 28 Tahun 2015,Peraturan
ARS-0392,PERATURAN BADAN/LEMBAGA,24,active,2015,STANDARISASI HARGA SATUAN PERENCANAAN BARANG YANG BERLAKU DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 24 Tahun 2015,Peraturan
ARS-0393,PERATURAN BADAN/LEMBAGA,34,active,2015,PEDOMAN PENGURUSAN SURAT DI LINGKUNGAN ARSIP NASIONAL,Peraturan Arsip Nasional Nomor 34 Tahun 2015,Peraturan
ARS-0394,PERATURAN BADAN/LEMBAGA,35,superseded,2015,NASKAH DINAS DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 35 Tahun 2015,Peraturan
ARS-0395,PERATURAN BADAN/LEMBAGA,26,superseded,2015,INDIKATOR KINERJA UTAMA TAHUN 2015-2019 DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 26 Tahun 2015,Peraturan
ARS-0396,PERATURAN BADAN/LEMBAGA,27,superseded,2015,PETUNJUK PELAKSANAAN PENILAIAN LOMBA TERTIB ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 27 Tahun 2015,Peraturan
ARS-0397,PERATURAN BADAN/LEMBAGA,39,active,2015,PETUNJUK PELAKSANAAN ANGGARAN PENDAPATAN DAN BELANJA NEGARA PADA ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 39 Tahun 2015,Peraturan
ARS-0398,PERATURAN BADAN/LEMBAGA,40,active,2015,RENCANA STRATEGIS ARSIP NASIONAL REPUBLIK INDONESIA TAHUN 20152019,Peraturan Arsip Nasional Nomor 40 Tahun 2015,Peraturan
ARS-0399,PERATURAN BADAN/LEMBAGA,41,active,2015,PENGELOLAAN ARSIP TERJAGA,Peraturan Arsip Nasional Nomor 41 Tahun 2015,Peraturan
ARS-0400,PERATURAN BADAN/LEMBAGA,16,active,2015,POLA KLASIFIKASI ARSIP DI LINGKUNGAN SEKRETARIAT JENDERAL BADAN PENGAWAS PEMILIHAN UMUM,Peraturan Badan Pengawas Pemilihan Umum Nomor 16 Tahun 2015,Peraturan
ARS-0401,PERATURAN BADAN/LEMBAGA,02,active,2015,KLASIFIKASI ARSIP DI LINGKUNGAN BADAN NASIONAL PENANGGULANGAN BENCANA,Peraturan Badan Nasional Penanggulangan Bencana Nomor 02 Tahun 2015,Peraturan
ARS-0402,PERATURAN BADAN/LEMBAGA,25,active,2015,PEDOMAN PENGHARGAAN KEARSIPAN,Peraturan Arsip Nasional Nomor 25 Tahun 2015,Peraturan
ARS-0403,PERATURAN BADAN/LEMBAGA,38,superseded,2015,PEDOMAN PENGAWASAN KEARSIPAN,Peraturan Arsip Nasional Nomor 38 Tahun 2015,Peraturan
ARS-0404,PERATURAN BADAN/LEMBAGA,42,active,2015,PEDOMAN RETENSI ARSIP URUSAN BADAN USAHA BIDANG PERSEMENAN DAN PERKERETAAPIAN,Peraturan Arsip Nasional Nomor 42 Tahun 2015,Peraturan
ARS-0405,PERATURAN BADAN/LEMBAGA,42,active,2015,KLASIFIKASI ARSIP DI LINGKUNGAN LEMBAGA ADMINISTRASI NEGARA,Peraturan Lembaga Administrasi Negara Nomor 42 Tahun 2015,Peraturan
ARS-0406,PERATURAN BADAN/LEMBAGA,46,active,2015,PENYELAMATAN ARSIP PENGGABUNGAN ATAU PEMBUBARAN LEMBAGA NEGARA DAN PERANGKAT DAEARAH,Peraturan Arsip Nasional Nomor 46 Tahun 2015,Peraturan
ARS-0407,PERATURAN BADAN/LEMBAGA,47,superseded,2015,JADWAL RETENSI ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 47 Tahun 2015,Peraturan
ARS-0408,PERATURAN BADAN/LEMBAGA,48,active,2015,PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 14 TAHUN 2015 TENTANG TATA CARA PENYUSUNAN PEDOMAN RETENSI ARSIP,Peraturan Arsip Nasional Nomor 48 Tahun 2015,Peraturan
ARS-0409,PERATURAN BADAN/LEMBAGA,49,active,2015,PEDOMAN PROGRAM ARSIP VITAL DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 49 Tahun 2015,Peraturan
ARS-0410,PERATURAN BADAN/LEMBAGA,50,active,2015,PETUNJUK TEKNIS PEMBERKASAN ARSIP AKTIF DI CENTRAL FILE DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 50 Tahun 2015,Peraturan
ARS-0411,PERATURAN BADAN/LEMBAGA,51,active,2015,TUGAS BELAJAR DAN IZIN BELAJAR DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 51 Tahun 2015,Peraturan
ARS-0412,PERATURAN BADAN/LEMBAGA,52,active,2015,INDIKATOR KINERJA UTAMA TINGKAT LEMBAGA UNIT KERJA ESELON I DAN UNIT KERJA ESELON II MANDIRI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA TAHUN 20152019,Peraturan Arsip Nasional Nomor 52 Tahun 2015,Peraturan
ARS-0413,PERATURAN BADAN/LEMBAGA,18,active,2015,PEDOMAN PENYUSUTAN ARSIP BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN,Peraturan Badan Pengawasan Keuangan dan Pembangunan Nomor 18 Tahun 2015,Peraturan
ARS-0414,PERATURAN DAERAH,5,active,2015,PENYELENGGARAAN KEARSIPAN,Peraturan Daerah Kota Tasikmalaya Nomor 5 Tahun 2015,Peraturan
ARS-0415,PERATURAN DAERAH,3,active,2015,PENYELENGGARAAN KEARSIPAN   DI LINGKUNGAN KOTA PANGKALPINANG,Peraturan Daerah Kota Pangkal Pinang Nomor 3 Tahun 2015,Peraturan
ARS-0416,PERATURAN DAERAH,4,active,2015,PENYELENGGARAAN KEARSIPAN,Peraturan Daerah Kabupaten Indramayu Nomor 4 Tahun 2015,Peraturan
ARS-0417,PERATURAN PRESIDEN,121,active,2015,TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Presiden Nomor 121 Tahun 2015,Peraturan
ARS-0418,PERATURAN MENTERI,12,active,2014,TATA KEARSIPAN DINAMIS KEMENTERIAN KOMUNIKASI DAN INFORMATIKA,Peraturan Menteri Komunikasi dan Informatika Nomor 12 Tahun 2014,Peraturan
ARS-0419,PERATURAN MENTERI,13,unknown,2014,JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 13 Tahun 2014,Peraturan
ARS-0420,PERATURAN MENTERI,14,unknown,2014,JADWAL RETENSI ARSIP SUBSTANTIF MINERAL DAN BATUBARA KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 14 Tahun 2014,Peraturan
ARS-0421,PERATURAN MENTERI,15,unknown,2014,JADWAL RETENSI ARSIP SUBSTANTIF KETENAGALISTRIKAN KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 15 Tahun 2014,Peraturan
ARS-0422,PERATURAN MENTERI,16,unknown,2014,JADWAL RETENSI ARSIP SUBSTANTIF KEGEOLOGIAN KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL,Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 16 Tahun 2014,Peraturan
ARS-0423,PERATURAN MENTERI,P.45/MENHUT-II/2014,superseded,2014,JADWAL RETENSI ARSIP KEMENTERIAN KEHUTANAN,Peraturan Menteri Kehutanan Nomor P.45/MENHUT-II/2014 Tahun 2014,Peraturan
ARS-0424,PERATURAN MENTERI,04,active,2014,PETUNJUK PELAKSANAAN KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN KOORDINATOR BIDANG KESEJAHTERAAN RAKYAT,Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 04 Tahun 2014,Peraturan
ARS-0425,PERATURAN MENTERI,50/PERMEN-KP/2014,active,2014,PENYUSUTAN ARSIP DI LINGKUNGAN KEMENTERIAN KELAUTAN DAN PERIKANAN,Peraturan Menteri Kelautan dan Perikanan Nomor 50/PERMEN-KP/2014 Tahun 2014,Peraturan
ARS-0426,PERATURAN MENTERI,53/PERMEN-KP/2014,active,2014,SISTEM PEMBERKASAN ARSIP DI LINGKUNGAN KEMENTERIAN KELAUTAN DAN PERIKANAN,Peraturan Menteri Kelautan dan Perikanan Nomor 53/PERMEN-KP/2014 Tahun 2014,Peraturan
ARS-0427,PERATURAN MENTERI,276/PMK.01/2014,active,2014,PEDOMAN KEARSIPAN DI LINGKUNGAN KEMENTERIAN KEUANGAN,Peraturan Menteri Keuangan Nomor 276/PMK.01/2014 Tahun 2014,Peraturan
ARS-0428,PERATURAN MENTERI,5,active,2014,JADWAL RETENSI ARSIP SUBSTANTIF DI LINGKUNGAN KEMENTERIAN KOORDINATOR BIDANG KESEJAHTERAAN RAKYAT,Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 5 Tahun 2014,Peraturan
ARS-0429,PERATURAN MENTERI,15,active,2014,"JADWAL RETENSI ARSIP FASILITATIF KEPEGAWAIAN APARATUR SIPIL NEGARA DAN PEJABAT NEGARA DI KEMENTERIAN KOORDINATOR BIDANG POLITIK, HUKUM, DAN KEAMANAN","Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 15 Tahun 2014",Peraturan
ARS-0430,PERATURAN MENTERI,16,active,2014,"JADWAL RETENSI ARSIP FASILITATIF BIDANG KEUANGAN DI KEMENTERIAN KOORDINATOR BIDANG POLITIK, HUKUM, DAN KEAMANAN","Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 16 Tahun 2014",Peraturan
ARS-0431,PERATURAN MENTERI,21,active,2014,JADWAL RETENSI ARSIP SUBSTANTIF DI LINGKUNGAN KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI,Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 21 Tahun 2014,Peraturan
ARS-0432,PERATURAN MENTERI,PM92,active,2014,JADWAL RETENSI ARSIP SUBSTANTIF DI LINGKUNGAN KEMENTERIAN PERHUBUNGAN,Peraturan Menteri Perhubungan Nomor PM92 Tahun 2014,Peraturan
ARS-0433,PERATURAN MENTERI,43,active,2014,JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN KEMENTERIAN PERTAHANAN,Peraturan Menteri Pertahanan Nomor 43 Tahun 2014,Peraturan
ARS-0434,PERATURAN MENTERI,3,superseded,2014,KLASIFIKASI ARSIP KEMENTERIAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK,Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 3 Tahun 2014,Peraturan
ARS-0435,PERATURAN MENTERI,48,active,2014,JABATAN FUNGSIONAL ARSIPARIS DAN ANGKA KREDITNTA,Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 48 Tahun 2014,Peraturan
ARS-0436,PERATURAN MENTERI,PM.92,active,2014,JADWAL RETENSI ARSIP SUBTANTIF DI LINGKUNGAN KEMENTERIAN PERHUBUNGAN,Peraturan Menteri Perhubungan Nomor PM.92 Tahun 2014,Peraturan
ARS-0437,PERATURAN BADAN/LEMBAGA,11,active,2014,PENGELOLAAN ARSIP DINAMIS KOMISI PEMILIHAN UMUM,Peraturan Komisi Pemilihan Umum Nomor 11 Tahun 2014,Peraturan
ARS-0438,PERATURAN BADAN/LEMBAGA,06,active,2014,PEDOMAN JADWAL RETENSI ARSIP PENELITIAN LEMBAGA ILMU PENGETAHUAN INDONESIA,Peraturan Lembaga Ilmu Pengetahuan Indonesia Nomor 06 Tahun 2014,Peraturan
ARS-0439,PERATURAN BADAN/LEMBAGA,1,superseded,2014,PETUNJUK PELAKSANAAN KLASIFIKASI KEAMANAN DAN AKSES ARSIP DINAMIS DI LINGKUNGAN BADAN NASIONAL PENANGGULANGAN BENCANA,Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2014,Peraturan
ARS-0440,PERATURAN BADAN/LEMBAGA,5,superseded,2014,JADWAL RETENSI ARSIP SUBSTANTIF BADAN NASIONAL PENANGGULANGAN BENCANA,Peraturan Badan Nasional Penanggulangan Bencana Nomor 5 Tahun 2014,Peraturan
ARS-0441,PERATURAN BADAN/LEMBAGA,2,active,2014,"JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN BADAN METEOROLOGI. KLIMATOLOGI, DAN GEOFISIKA","Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 2 Tahun 2014",Peraturan
ARS-0442,PERATURAN BADAN/LEMBAGA,1,active,2014,PEDOMAN PENYELESAIAN GANTI RUGI IKATAN DINAS DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 1 Tahun 2014,Peraturan
ARS-0443,PERATURAN BADAN/LEMBAGA,9,active,2014,JADWAL RETENSI ARSIP KEPEGAWAIAN,Peraturan Badan Narkotika Nasional Nomor 9 Tahun 2014,Peraturan
ARS-0444,PERATURAN BADAN/LEMBAGA,3,active,2014,PELAKSANAAN KEGIATAN DANA DEKONSENTRASI ARSIP NASIONAL REPUBLIK INDONESIA TAHUN ANGGARAN 2014,Peraturan Arsip Nasional Nomor 3 Tahun 2014,Peraturan
ARS-0445,PERATURAN BADAN/LEMBAGA,4,active,2014,PETUNJUK PELAKSANAAN PENILAIAN LOMBA TERTIB ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA TAHUN 2014,Peraturan Arsip Nasional Nomor 4 Tahun 2014,Peraturan
ARS-0446,PERATURAN BADAN/LEMBAGA,11,active,2014,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KOPERASI DAN USAHA KECIL DAN MENENGAH,Peraturan Arsip Nasional Nomor 11 Tahun 2014,Peraturan
ARS-0447,PERATURAN BADAN/LEMBAGA,16,superseded,2014,PEMBAGIAN WILAYAH KERJA DI LINGKUNGAN DIREKTORAT KEARSIPAN DAERAH I DAN DIREKTORAT KEARSIPAN DAERAH II,Peraturan Arsip Nasional Nomor 16 Tahun 2014,Peraturan
ARS-0448,PERATURAN BADAN/LEMBAGA,2,active,2014,PEDOMAN TATA NASKAH DINAS,Peraturan Arsip Nasional Nomor 2 Tahun 2014,Peraturan
ARS-0449,PERATURAN BADAN/LEMBAGA,10,superseded,2014,PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN PENANGGULANGAN BENCANA,Peraturan Arsip Nasional Nomor 10 Tahun 2014,Peraturan
ARS-0450,PERATURAN BADAN/LEMBAGA,12,active,2014,"PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN PERTAHANAN",Peraturan Arsip Nasional Nomor 12 Tahun 2014,Peraturan
ARS-0451,PERATURAN BADAN/LEMBAGA,13,active,2014,PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN PENDIDIKAN DAN KEBUDAYAAN,Peraturan Arsip Nasional Nomor 13 Tahun 2014,Peraturan
ARS-0452,PERATURAN BADAN/LEMBAGA,14,superseded,2014,ORGANISASI DAN TATA KERJA ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 14 Tahun 2014,Peraturan
ARS-0453,PERATURAN BADAN/LEMBAGA,17,active,2014,STANDARISASI HARGA SATUAN PERENCANAAN BARANG YANG BERLAKU DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA TAHUN ANGGARAN 2015,Peraturan Arsip Nasional Nomor 17 Tahun 2014,Peraturan
ARS-0454,PERATURAN BADAN/LEMBAGA,18,active,2014,DESAIN PENYELENGGARAAN SISTEM PENGENDALIAN INTERN PEMERINTAH DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Arsip Nasional Nomor 18 Tahun 2014,Peraturan
ARS-0455,PERATURAN BADAN/LEMBAGA,20,active,2014,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KOMUNIKASI DAN INFORMATIKA,Peraturan Arsip Nasional Nomor 20 Tahun 2014,Peraturan
ARS-0456,PERATURAN BADAN/LEMBAGA,7,active,2014,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PENANAMAN MODAL,Peraturan Arsip Nasional Nomor 7 Tahun 2014,Peraturan
ARS-0457,PERATURAN BADAN/LEMBAGA,18,active,2014,"JADWAL RETENSI ARSIP FASILITATIF KEUANGAN DAN KEPEGAWAIAN BADAN METEOROLOGI, KLIMATOLOGI, DAN GEOFISIKA","Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 18 Tahun 2014",Peraturan
ARS-0458,PERATURAN BADAN/LEMBAGA,7,active,2014,PEDOMAN KEARSIPAN DINAMIS BADAN NARKOTIKA NASIONAL,Peraturan Badan Narkotika Nasional Nomor 7 Tahun 2014,Peraturan
ARS-0459,PERATURAN BADAN/LEMBAGA,8,active,2014,JADWAL RETENSI ARSIP KEUANGAN,Peraturan Badan Narkotika Nasional Nomor 8 Tahun 2014,Peraturan
ARS-0460,PERATURAN BADAN/LEMBAGA,21,active,2014,JADWAL RETENSI ARSIP DI LINGKUNGAN BADAN PENGAWAS PEMILIHAN UMUM,Peraturan Badan Pengawas Pemilihan Umum Nomor 21 Tahun 2014,Peraturan
ARS-0461,PERATURAN BADAN/LEMBAGA,5,active,2014,PETUNJUK PELAKSANAAN PEMILIHAN ARSIPARIS TELADAN DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA TAHUN 2014,Peraturan Arsip Nasional Nomor 5 Tahun 2014,Peraturan
ARS-0462,PERATURAN BADAN/LEMBAGA,9,active,2014,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PERINDUSTRIAN,Peraturan Arsip Nasional Nomor 9 Tahun 2014,Peraturan
ARS-0463,PERATURAN BADAN/LEMBAGA,6,active,2014,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KELAUTAN DAN PERIKANAN,Peraturan Arsip Nasional Nomor 6 Tahun 2014,Peraturan
ARS-0464,PERATURAN BADAN/LEMBAGA,PER06/1.01/PPATK/06/14,active,2014,JADWAL RETENSI ARSIP PADA PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN,Peraturan Pusat Pelaporan dan Analisis Transaksi Keuangan Nomor PER06/1.01/PPATK/06/14 Tahun 2014,Peraturan
ARS-0465,PERATURAN BADAN/LEMBAGA,19,active,2014,PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK,Peraturan Arsip Nasional Nomor 19 Tahun 2014,Peraturan
ARS-0466,PERATURAN BADAN/LEMBAGA,8,active,2014,PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN LINGKUNGAN HIDUP,Peraturan Arsip Nasional Nomor 8 Tahun 2014,Peraturan
ARS-0467,PERATURAN BADAN/LEMBAGA,23,active,2014,PELAKSANAAN KEGIATAN DANA DEKONSENTRASI ARSIP NASIONAL REPUBLIK INDONESIA TAHUN ANGGARAN 2015,Peraturan Arsip Nasional Nomor 23 Tahun 2014,Peraturan
ARS-0468,PERATURAN BADAN/LEMBAGA,22,active,2014,PEDOMAN RETENSI ARSIP SEKTOR POLITIK HUKUM DAN KEAMANAN URUSAN HUKUM,Peraturan Arsip Nasional Nomor 22 Tahun 2014,Peraturan
ARS-0469,PERATURAN BADAN/LEMBAGA,21,active,2014,PEDOMAN RETENSI ARSIP SEKTOR POLITIK HUKUM DAN KEAMANAN URUSAN HUKUM,Peraturan Arsip Nasional Nomor 21 Tahun 2014,Peraturan
ARS-0470,PERATURAN DAERAH,18,active,2014,PENYELENGGARAAN KEARSIPAN,Peraturan Daerah Provinsi Sumatera Selatan Nomor 18 Tahun 2014,Peraturan
ARS-0471,PERATURAN DAERAH,4,active,2014,Penyelenggaraan Kearsipan,Peraturan Daerah Provinsi Banten Nomor 4 Tahun 2014,Peraturan
ARS-0472,PERATURAN PEMERINTAH,63,superseded,2014,JENIS DAN TARIF ATAS JENIS PENERIMAAN NEGARA BUKAN PAJAK YANG BERLAKU PADA ARSIP NASIONAL REPUBLIK INDONESIA,Peraturan Pemerintah Nomor 63 Tahun 2014,Peraturan
ARS-0473,PERATURAN MENTERI,PM.94,active,2013,PEDOMAN PENYUSUTAN ARSIP DI LINGKUNGAN KEMENTERIAN PERHUBUNGAN,Peraturan Menteri Perhubungan Nomor PM.94 Tahun 2013,Peraturan
ARS-0474,PERATURAN MENTERI,11,active,2013,JADWAL RETENSI ARSIP DI LINGKUNGAN KEMENTERIAN SOSIAL,Peraturan Menteri Sosial Nomor 11 Tahun 2013,Peraturan
ARS-0475,PERATURAN MENTERI,41,active,2013,JADWAL RETENSI ARSIP KEUANGAN DI LINGKUNGAN KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI REPUBLIK INDONESIA,Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 41 Tahun 2013,Peraturan
